5,1,0.3,0.15
0,0,0,
27,0.1,0,
54,0.2,0,
81,0.3,0,
108,0.4,0,
135,0.5,0,
162,0.6,0,
189,0.7,0,
216,0.8,0,
243,0.9,0,
270,1,0,
297,1.1,0,
324,1.2,0,
351,1.3,0,
378,1.4,0,
405,1.5,0,
432,1.6,0,
459,1.7,0,
486,1.8,0,
513,1.9,0,
540,2,0,
567,2.1,0,
594,2.2,0,
621,2.3,0,
648,2.4,0,
675,2.5,0,
702,2.6,0,
729,2.7,0,
756,2.8,0,
783,2.9,0,
810,3,0,
837,3.1,0,
864,3.2,0,
891,3.3,0,
918,3.4,0,
945,3.5,0,
972,3.6,0,
999,3.7,0,
1026,3.8,0,
1053,3.9,0,
1080,4,0,
1107,4.1,0,
1134,4.2,0,
1161,4.3,0,
1188,4.4,0,
1215,4.5,1,3,22.9158,22.0494,4.21326,20.5457,21.9205,4.30887,
1242,4.6,1,3,19.1702,21.6998,4.55332,20.6175,21.5297,4.59364,
1269,4.7,1,3,21.1508,21.2179,4.85038,20.694,21.1299,4.87701,
1296,4.8,1,3,20.1434,20.7777,5.26312,20.775,20.7212,5.15898,
1323,4.9,1,3,20.1281,20.3225,5.5616,20.8608,20.3035,5.43956,
1350,5,1,3,21.4177,20.094,5.63742,20.9512,19.8769,5.71872,
1377,5.1,1,3,20.7521,19.752,5.92257,21.0462,19.4413,5.99649,
1404,5.2,1,3,21.1641,18.9931,6.3643,21.1459,18.9968,6.27286,
1431,5.3,1,3,21.8442,18.0492,6.47915,21.2502,18.5433,6.54783,
1458,5.4,1,3,20.8171,18.171,6.68427,21.3592,18.0809,6.82139,
1485,5.5,1,3,21.7965,16.8528,6.84722,21.4729,17.6095,7.09356,
1512,5.6,2,3,5,22.2164,17.0071,7.35203,21.5912,17.1291,7.36432,26.8619,-10.7399,-9.72272,28.4973,-10.9064,-9.76391,
1539,5.7,2,3,5,22.6865,17.2881,7.77798,21.7141,16.6399,7.63368,27.8054,-10.521,-9.71446,28.07,-10.8334,-9.78767,
1566,5.8,2,3,5,20.6137,15.8387,7.98257,21.8417,16.1416,7.90164,28.6679,-10.7706,-9.76165,27.6427,-10.759,-9.8199,
1593,5.9,2,3,5,23.4967,15.5705,8.07447,21.9739,15.6344,8.1682,28.7131,-10.3733,-9.75535,27.2154,-10.6831,-9.86045,
1620,6,2,3,5,23.0512,15.0581,8.63481,22.1108,15.1183,8.43336,26.1734,-11.0662,-10.0832,26.7881,-10.6055,-9.90914,
1647,6.1,2,3,5,21.5132,14.6036,8.67319,22.2523,14.5932,8.69712,27.3566,-11.0885,-10.2429,26.3608,-10.5262,-9.9658,
1674,6.2,1,3,22.8089,13.8127,9.01084,22.3985,14.0592,8.95948,
1701,6.3,1,3,22.521,13.3146,9.12388,22.5494,13.5162,9.22043,
1728,6.4,0,
1755,6.5,0,
1782,6.6,0,
1809,6.7,0,
1836,6.8,0,
1863,6.9,0,
1890,7,0,
1917,7.1,0,
1944,7.2,0,
1971,7.3,0,
1998,7.4,0,
2025,7.5,0,
2052,7.6,0,
2079,7.7,0,
2106,7.8,0,
2133,7.9,0,
2160,8,0,
2187,8.1,0,
2214,8.2,1,1,7.23809,25.9195,-1.82807,4.79234,26.4241,-1.59318,
2241,8.3,0,
2268,8.4,0,
2295,8.5,0,
2322,8.6,0,
2349,8.7,0,
2376,8.8,0,
2403,8.9,0,
2430,9,0,
2457,9.1,0,
2484,9.2,0,
2511,9.3,0,
2538,9.4,0,
2565,9.5,0,
2592,9.6,0,
2619,9.7,0,
2646,9.8,0,
2673,9.9,0,
